t-SNE-1,t-SNE-2,index,L1,L2,L3,L4,противоион,Номер_в_статье,"IC50,μM±Dark","IC50,μM(Light)",PI,"λex,nm",Клеточная линия,"Conditions,O2%","Время, h",DOI,Unnamed: 14,Unnamed: 15
20.577736,-13.004212,862,Cc1cccnc1-c1[c-]cccc1,Cc1cccnc1-c1[c-]cccc1,Cc1ccc2nc3c4ncccc4c4nc5cc(C)c(C)cc5nc4c3n2c1,,F[P-](F)(F)(F)(F)F,MPytMP-Ir,0.00505,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
19.336317,-13.963715,863,Cc1cccnc1-c1[c-]cccc1,Cc1cccnc1-c1[c-]cccc1,Cc1cc2nc3c4cccnc4c4nc5ccccn5c4c3nc2cc1C,,F[P-](F)(F)(F)(F)F,MPydMP-Ir,0.12526,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
20.484203,-12.456877,866,Cc1cccnc1-c1[c-]cccc1,Cc1cccnc1-c1[c-]cccc1,Cc1ccc2nc3c4ncccc4c4nc5ccccc5nc4c3n2c1,,F[P-](F)(F)(F)(F)F,MPyMP-Ir,2.81,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
18.578249,-13.855742,868,Cc1cccnc1-c1[c-]cccc1,Cc1cccnc1-c1[c-]cccc1,c1ccc2nc3c(nc2c1)c1cccnc1c1nc2ccccn2c31,,F[P-](F)(F)(F)(F)F,MPyP-Ir,4.53,,,,NCI-H460,,48,10.1021/acsmedchemlett.9b00337,,
26.720285,-28.40661,894,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(Cc1nc2c3cccnc3c3ncccc3c2[nH]1)c1ccc2c(c1)OCO2,,F[P-](F)(F)(F)(F)F,Ir(III)-1,4.2,,,,HeLa,,48,10.1016/j.ejmech.2017.11.091,,
36.794003,-38.179058,901,[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,NC(=[NH2+])Nc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,1,139.2,0.36 ± 0.04,,,HepG2,,48,10.1016/j.ejmech.2019.06.045,,
-31.275682,0.25825927,922,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cc1ccnc(-c2cc(C=O)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir-CHO,40.0,,,,R-HeLa,,72,10.1039/D0DT02064H,,
-37.70932,6.2890406,923,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cc1ccnc(-c2cc(/C=N/Oc3ccc4nsnc4c3)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir-S,7.14,,,,R-HeLa,,72,10.1039/D0DT02064H,,
-37.36014,6.3201537,924,[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cc1ccnc(-c2cc(/C=N/Oc3ccc4n[se]nc4c3)ccn2)c1,,F[P-](F)(F)(F)(F)F,Ir-Se,6.87,,,,R-HeLa,,72,10.1039/D0DT02064H,,
14.996826,-9.360306,962,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc3ccc(-c4ccc5nc6c(nc5c4)CCCC6)cc3nc1c1cccnc12,,F[P-](F)(F)(F)(F)F,Ir(III)-1,1.0,,,,B16,,48,10.1016/j.ejmech.2017.12.087,,
9.55761,-13.780867,968,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,,F[P-](F)(F)(F)(F)F,Ir-1,1.8,,,,SGC-7901,,48,10.1016/j.ejmech.2019.06.003,,
29.207235,-41.44762,1009,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=Cc1ccc(-c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,,F[P-](F)(F)(F)(F)F,1,200.0,"5,5 ± 0,8",,,BEL-7402,,48,10.1016/j.ejmech.2018.04.013,,
31.286478,-38.30203,1030,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir1,200.0,,,,B16,,48,10.1016/j.ejmech.2019.06.009,,
32.368946,-39.91374,1037,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1Br,,F[P-](F)(F)(F)(F)F,Ir2,200.0,,,,B16,,48,10.1016/j.ejmech.2019.06.009,,
-16.117798,15.724846,1056,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2[nH]c(-c3cscn3)nc2c1,,[Cl-],[Ir-a]Cl,18.9,,,,A549,,24,10.1016/j.ejmech.2018.07.065,,
-22.584581,29.123081,1057,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(Cn2c(-c3cscn3)nc3ccccc32)cc1,,[Cl-],[Ir-b]Cl,4.0,,,,A549,,24,10.1016/j.ejmech.2018.07.065,,
-26.214966,-9.207905,1060,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(-c3nc4ccccc4o3)ccn2)c1,,[Cl-],NecroIr1,1.33,,,,A549,,48,10.1039/d0qi01430c,,
-25.864037,-9.023139,1061,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2oc(-c3ccnc(-c4cc(-c5nc6ccccc6o5)ccn4)c3)nc2c1,,[Cl-],NecroIr2,0.48,,,,A549,,48,10.1039/d0qi01430c,,
1.3143432,-12.925032,1091,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(Nc1cc2cccnc2c2ncccc12)C1Cc2ccccc2OC1=O,,F[P-](F)(F)(F)(F)F,1,1.5,,,,HeLa,,48,10.1039/C6DT00601A,,
51.456696,3.7264416,1166,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir1,2.03,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
52.445915,3.6130264,1167,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)(C)c1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir2,1.67,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
50.56649,4.2454653,1168,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C1c2ccccc2C(=O)c2cc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccc(F)cc3)ccc21,,[Cl-],Ir3,1.88,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
51.98758,4.854569,1169,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(-n2c(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],Ir4,2.76,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
51.194168,5.3382444,1170,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C1c2ccccc2C(=O)c2cc(-c3nc4c5cccnc5c5ncccc5c4n3-c3ccc(Oc4ccccc4)cc3)ccc21,,[Cl-],Ir5,2.38,,,,HeLa,Normoxia(20%),48,10.1039/C9QI00081J,,
44.61989,4.923443,1239,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir1,1.9,,,,HeLa,,48,10.1039/C7DT01043E,,
45.031254,4.1320114,1240,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1,,[Cl-],Ir2,2.5,,,,HeLa,,48,10.1039/C7DT01043E,,
46.606644,4.3409505,1241,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1F,,[Cl-],Ir3,3.1,,,,HeLa,,48,10.1039/C7DT01043E,,
46.46259,3.3085365,1242,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc(F)c1F,,[Cl-],Ir4,3.4,,,,HeLa,,48,10.1039/C7DT01043E,,
45.96674,2.039834,1243,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1cc(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c1F,,[Cl-],Ir5,1.2,,,,HeLa,,48,10.1039/C7DT01043E,,
45.18193,2.2345593,1244,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Fc1c(F)c(F)c(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)c(F)c1F,,[Cl-],Ir6,0.5,,,,HeLa,,48,10.1039/C7DT01043E,,
-9.358231,31.582335,1299,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=N/C1CCCCC1)\c1ccccc1P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir1,4.5,,,,A549,,24,10.1039/c9qi01492f,,
-9.181401,32.76518,1300,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=N/c1ccccc1)\c1ccccc1P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir2,3.8,,,,A549,,24,10.1039/c9qi01492f,,
-8.348467,33.48115,1301,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=N/CCc1ccccc1)\c1ccccc1P(c1ccccc1)c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir3,2.9,,,,A549,,24,10.1039/c9qi01492f,,
-36.689613,-3.4997468,1357,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(C(=O)NCCc3c[nH]c4ccccc34)ccn2)c1,,F[P-](F)(F)(F)(F)F,1a,6.3,,,,HeLa,,48,10.1021/ic801818x,,
-36.90163,-3.7666903,1360,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(C(=O)NCCCCCC(=O)NCCc3c[nH]c4ccccc34)ccn2)c1,,F[P-](F)(F)(F)(F)F,2b,2.4,,,,HeLa,,48,10.1021/ic801818x,,
18.904709,-36.19553,1367,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C(=C/c1nc2c3cccnc3c3ncccc3c2[nH]1)\c1ccccc1,,F[P-](F)(F)(F)(F)F,Ir1,362.0,5.37 ± 0.36 ,,450,A549,,24,10.1021/acs.inorgchem.0c01509,,
19.613173,-36.684223,1368,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1ccc(/C=C/c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir2,704.0,8.76 ± 0.69 ,,450,A549,,24,10.1021/acs.inorgchem.0c01509,,
18.288113,-35.47368,1369,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir3,242.0,1.35 ± 0.14,,450,A549,,24,10.1021/acs.inorgchem.0c01509,,
17.954659,-36.47082,1370,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CN(C)c1ccc(/C=C/c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,,F[P-](F)(F)(F)(F)F,Ir4,314.0,5.91 ± 0.06,,450,A549,,24,10.1021/acs.inorgchem.0c01509,,
5.9902,-13.681959,1391,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(CN(Cc2ccccn2)c2cc3cccnc3c3ncccc23)nc1,,F[P-](F)(F)(F)(F)F,1a,4.1,,,,HeLa,,48,10.1021/ic201153d,,
5.0016193,-12.725125,1395,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CN(C)c1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,3a,3.1,,,,HeLa,,48,10.1021/ic201153d,,
5.9745874,30.75384,1424,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CNC(=S)NN,,[Cl-],1,15.0,,,,T47D,,48,10.1021/ic302219v,,
6.494938,31.84242,1425,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1ccccc1,,[Cl-],2,9.95,,,,T47D,,48,10.1021/ic302219v,,
6.769177,32.381798,1426,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1cccc2ccccc12,,[Cl-],3,9.93,,,,T47D,,48,10.1021/ic302219v,,
3.752032,-9.117527,1492,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,3.6,,,,SGC-7901,,48,10.3390/molecules24173129,,
8.356732,-6.7207756,1499,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,14.1,,,,SGC-7901,,48,10.3390/molecules24173129,,
8.054189,-7.7248015,1506,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,11.1,,,,SGC-7901,,48,10.3390/molecules24173129,,
45.782444,5.5552483,1513,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4cc5ccccc5cc4c3)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],2-IrAn,0.85,0.72 ± 0.68,,405,A549,Hypoxia(1%),48,10.1021/jacs.1c13137,,
46.68349,6.626352,1514,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4c(c3)C3OOC4c4ccccc43)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],2-O-IrAn,41.42,0.06 ± 1.80,,405,A549,Hypoxia(1%),48,10.1021/jacs.1c13137,,
-15.667806,5.637874,1517,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,c1ccc(-c2cnccn2)nc1,,F[P-](F)(F)(F)(F)F,Ir-pzpy,69.4,3.8±0.4,,405,FaDu,Normoxia(21%),24,10.1021/jacs.9b07723,,
3.9427776,-5.193376,1521,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,FC(F)(F)c1[c-]c(-c2ccccn2)cc(C(F)(F)F)c1,c1cnc2c(ccc3nccnc32)n1,,F[P-](F)(F)(F)(F)F,Ir-TAP,100.0,5.4±0.4,,405,HT-29,Normoxia(21%),24,10.1021/jacs.9b07723,,
2.8053787,26.833855,1527,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[S+](C)[O-],C[S+](C)[O-],F[P-](F)(F)(F)(F)F,LIr1,100.0,,,,HeLa,,48,10.1021/ja202344c,,
14.681432,-12.335855,1530,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccc(-c2ccc3nc4c5cccnc5c5ncccc5c4nc3c2)cc1N,,F[P-](F)(F)(F)(F)F,Ir-1,13.8,,,,BEL-7402,,48,10.1016/j.poly.2018.09.057,,
-21.033699,8.740767,1534,COc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,COc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,O=C(O)c1cnccn1,,,1,100.0,,,,HeLa,,48,10.1016/j.poly.2016.07.031,,
3.0557299,18.790533,1587,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccnc1,Cn1ccnc1,O=S(=O)([O-])C(F)(F)F,Ir2,13.18,0.55 ± 0.01,24.0,425,A549,,48,10.1039/C7DT02477K,,
-2.530866,18.882809,1588,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cn[nH]c1,c1cn[nH]c1,O=S(=O)([O-])C(F)(F)F,Ir3,30.2,0.74 ± 0.03,40.8,425,A549,,48,10.1039/C7DT02477K,,
2.9329119,26.449177,1589,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC#N,CC#N,O=S(=O)([O-])C(F)(F)F,IrP,22.91,10.23 ± 0.9,2.0,425,A549,,48,10.1039/C7DT02477K,,
-16.200989,-5.5238996,1613,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc2cc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)c(SC)nc2c1,,F[P-](F)(F)(F)(F)F,1,3.46,,,,HeLa,,24,10.1039/C7DT01015J,,
-15.3460245,-6.728411,1614,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc2[nH]c(=O)c(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2c1,,F[P-](F)(F)(F)(F)F,2,6.82,,,,HeLa,,24,10.1039/C7DT01015J,,
-15.010032,-7.160585,1615,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccc2[nH]c(=O)c(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2c1,,F[P-](F)(F)(F)(F)F,3,7.46,,,,HeLa,,24,10.1039/C7DT01015J,,
-13.784514,19.54543,1639,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1nc2ccccc2c(=O)n1/N=C/c1ccc2ccccc2n1,,[O-][Cl+3]([O-])([O-])[O-],1,54.0,,,,HeLa,,48,10.1016/j.ica.2021.120735,,
-24.407139,1.6728777,1643,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Clc1ccnc(-c2cc(Cl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,0.55,,,,HT-29,,48,10.1016/j.ica.2017.04.006,,
-0.6999937,1.1212047,1650,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cccc(-c2cccc(C)n2)n1,,F[P-](F)(F)(F)(F)F,2,0.21,,,,HT-29,,48,10.1016/j.ica.2017.11.003,,
-27.88745,2.4366755,1652,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCc1ccnc(-c2cc(CCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,6,0.12,,,,HT-29,,48,10.1016/j.ica.2017.11.003,,
-27.393534,-0.60745156,1653,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,,F[P-](F)(F)(F)(F)F,8,0.18,,,,HT-29,,48,10.1016/j.ica.2017.11.003,,
-27.679586,2.0911787,1654,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,10,6.8,,,,HT-29,,48,10.1016/j.ica.2017.11.003,,
-1.9391211,1.113378,1660,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCN(CC)c1ccc(-c2nc(-n3nc(C)cc3C)nc(-n3nc(C)cc3C)n2)cc1,,F[P-](F)(F)(F)(F)F,С2,1.5,,,,HeLa,,24,10.1002/ejic.201800382,,
10.805901,-0.38767502,1664,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,[O-]c1cccc2c(Br)ccnc12,,,4BrIr,6.42,,,,A549,,6,10.1016/j.inoche.2022.109609,,
10.6541195,-1.1193992,1667,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,[O-]c1ccc(Br)c2cccnc12,,,5BrIr,3.68,        ,,,A549,,6,10.1016/j.inoche.2022.109609,,
11.443936,-11.3812065,1670,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Brc1cc2nc3c4cccnc4c4ncccc4c3nc2cc1Br,,F[P-](F)(F)(F)(F)F,1,2.44,,,,MDA-DB 231,,48,10.1016/j.inoche.2020.108012,,
-0.9797811,-18.063051,1700,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1c(CC(=O)Nc2cc3cccnc3c3ncccc23)c2ccccc2n1Cc1ccc(Cl)cc1,,F[P-](F)(F)(F)(F)F,1,100.0,,,,HEK-293,,72,10.1039/C6CC08109F,,
-1.0904518,-17.939869,1704,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1c(CC(=O)Nc2cc3cccnc3c3ncccc23)c2ccccc2n1C(=O)c1ccc(Cl)cc1,,F[P-](F)(F)(F)(F)F,2,100.0,,,,HeLa,,72,10.1039/C6CC08109F,,
14.393367,-8.803902,1715,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1cnc2c(c1)c1nc3c(nc1c1cccnc12)CCCC3,,F[P-](F)(F)(F)(F)F,Ir-1,2.4,,,,HeLa,,24,10.1016/j.inoche.2019.107594,,
38.640293,1.5176272,1742,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCCOc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccc(OCCCOC(=O)C(Cl)Cl)cc2)cc1)C(Cl)Cl,,[Cl-],Ir1,2.1,0.36±0.11,5.8,,A549,405,72,10.1039/C7CC05518H,,
39.457527,1.8091747,1743,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCCOc1ccc(-c2nc3c4cccnc4c4ncccc4c3n2-c2ccccc2)cc1)C(Cl)Cl,,[Cl-],Ir2,3.82,0.46±0.13,8.3,,A549,405,72,10.1039/C7CC05518H,,
39.26886,0.96143377,1744,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCCOc1ccc(-n2c(-c3ccccc3)nc3c4cccnc4c4ncccc4c32)cc1)C(Cl)Cl,,[Cl-],Ir3,3.92,0.52±0.02,7.5,,A549,405,72,10.1039/C7CC05518H,,
32.40068,-38.385803,1758,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1cccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c1,,[Cl-],IrT,1.7,,,,HeLa,,24,10.1016/j.inoche.2018.06.011,,
21.125862,26.21953,1766,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C)cc1,,,Ir1,4.95,,,,A549,,24,10.1016/j.dyepig.2018.09.044,,
19.930286,25.679136,1770,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,,,Ir2,4.06,,,,A549,,24,10.1016/j.dyepig.2018.09.044,,
20.190609,24.920263,1774,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,,,Ir3,2.62,,,,A549,,24,10.1016/j.dyepig.2018.09.044,,
20.783356,27.218672,1778,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C)cc1,,,Ir4,2.29,,,,A549,,24,10.1016/j.dyepig.2018.09.044,,
19.623466,26.92799,1782,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCn1[c-][n+](/C(C)=N/c2c(C(C)C)cccc2C(C)C)cc1,,,Ir5,1.78,,,,A549,,24,10.1016/j.dyepig.2018.09.044,,
4.2310705,28.283018,1786,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CN(C)C(=N)NC(=N)N,,F[P-](F)(F)(F)(F)F,Ir1,3.4,,,,A549,Normoxia(21%),48,10.1039/D0CC07104H,,
-29.325443,-4.540533,1814,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C([O-])c1ccnc(-c2cc(C(=O)O)ccn2)c1,,,1a,100.0,,,,HeLa,,48,10.1038/srep38954,,
-30.9484,-4.973733,1815,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COC(=O)c1ccnc(-c2cc(C(=O)OC)ccn2)c1,,F[P-](F)(F)(F)(F)F,2a,35.1,,,,HeLa,,48,10.1038/srep38954,,
-31.875645,-5.4904056,1816,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCOC(=O)c1ccnc(-c2cc(C(=O)OCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,3a,15.8,,,,HeLa,,48,10.1038/srep38954,,
-32.63889,-5.3262906,1817,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCCOC(=O)c1ccnc(-c2cc(C(=O)OCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,4a,2.1,,,,HeLa,,48,10.1038/srep38954,,
-31.886301,-6.5190506,1818,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)COC(=O)c1ccnc(-c2cc(C(=O)OCC(C)C)ccn2)c1,,F[P-](F)(F)(F)(F)F,5a,2.2,,,,HeLa,,48,10.1038/srep38954,,
-31.867023,5.5642247,1864,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,COc1cc(C(C)OC(=O)NCc2ccnc(-c3cc(C)ccn3)c2)c([N+](=O)[O-])cc1OCc1cn(CCOCCOCCO)nn1,,F[P-](F)(F)(F)(F)F,3,10.4,1.5 ± 0.1 ,6.9,395,HeLa,,1,10.1039/C6CC00918B,,
-4.474325,16.861801,1872,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ncc[nH]2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,6.9,,,,HeLa,,48,10.1039/C8SC04520H,,
-26.732399,6.8406086,1920,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,O=C([O-])c1cc(CO)ccn1,,,2a,14.7,3.4 ± 0.6,4.3,450,HepG2,,24,10.1039/D1CC04982H,,
-26.68647,7.882772,1921,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,Cc1cc[n+](Cc2ccnc(C(=O)[O-])c2)cc1,,,3a,24.6,6.0 ± 0.5,4.1,450,HepG2,,24,10.1039/D1CC04982H,,
-5.406466,29.023453,1922,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,,Ir1,1.0,,,,A549,,48,10.1039/C8SC04242J,,
